,state,district,label,modal_price,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,N,P,K,temperature,humidity,ph,rainfall,diff
18059,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,117,86,53,25.19640218,83.55829874,5.703381728,115.8586081,110.9
18060,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,111,79,53,28.31193338,75.77363772,6.165001278,119.695765,110.9
18061,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,95,74,50,25.90113128,80.47152737,6.002481605,110.10323,110.9
18062,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,110.9
18063,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,110.9
18064,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,110.9
18065,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,110.9
18066,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,110.9
18067,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,110.9
18068,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,110.9
18069,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,120,87,52,28.0764455,76.05522115,5.905494703,118.9923573,110.9
18070,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,110.9
18071,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,110.9
18072,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,110.9
18073,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,110.9
18074,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,110.9
18075,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,110.9
18076,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,89,91,55,25.08347445,80.261731,6.275572298,94.32961456,110.9
18077,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,110.9
18078,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,110.9
18079,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,101,92,45,28.22776705,80.6430384,5.758054257,98.00403016,110.9
18080,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,110.9
18081,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,110.9
18082,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,90,86,55,27.96236771,84.15403614,5.644486582,97.55986676,110.9
18083,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,95,88,52,28.00316034,78.90085998,6.235461772,94.68180316,110.9
18084,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,110.9
18085,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,110.9
18086,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,110.9
18087,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,110.9
18088,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,110.9
18089,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,110.9
18090,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,110.9
18091,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,110.9
18092,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,110.9
18093,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,110.9
18094,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,85,89,51,29.21144871,84.70189923,6.158164422,108.5501443,110.9
18095,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,108,94,47,27.35911627,84.54625006,6.387431383,90.81250457,110.9
18096,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,110.9
18097,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,110.9
18098,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,110.9
18099,uttar pradesh,ballia,banana,1750,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,117,81,53,29.50704598,78.20585613,5.507641778,98.12565829,110.9
18100,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,90,42,43,20.87974371,82.00274423,6.502985292,202.9355362,163.6
18101,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,260.1
18102,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,260.1
18103,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,260.1
18104,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,260.1
18105,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,260.1
18106,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,260.1
18107,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,94,53,40,20.27774362,82.89408619,5.718627178,241.9741949,260.1
18108,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,89,54,38,24.51588066,83.5352163,6.685346424,230.4462359,260.1
18109,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,260.1
18110,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,260.1
18111,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,260.1
18112,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,78,58,44,26.80079604,80.88684822,5.108681786,284.4364567,292.6
18113,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,163.6
18114,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,163.6
18115,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,60,48,39,24.28209415,80.30025587,7.042299069,231.0863347,260.1
18116,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,85,38,41,21.58711777,82.7883708,6.249050656,276.6552459,292.6
18117,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,163.6
18118,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,77,38,36,21.8652524,80.1923008,5.953933276,224.5550169,260.1
18119,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,88,35,40,23.57943626,83.58760316,5.85393208,291.2986618,292.6
18120,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,163.6
18121,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,260.1
18122,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,260.1
18123,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,260.1
18124,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,260.1
18125,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,260.1
18126,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,260.1
18127,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,260.1
18128,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,260.1
18129,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,163.6
18130,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,260.1
18131,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,163.6
18132,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,260.1
18133,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,260.1
18134,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,260.1
18135,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,163.6
18136,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,260.1
18137,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,292.6
18138,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,292.6
18139,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,260.1
18140,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,260.1
18141,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,163.6
18142,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,83,60,36,25.59704938,80.14509262,6.903985986,200.834898,163.6
18143,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,292.6
18144,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,260.1
18145,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,163.6
18146,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,76,49,42,24.958779,84.47963372,5.206373153,196.9560008,163.6
18147,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,260.1
18148,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,163.6
18149,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,260.1
18150,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,260.1
18151,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,163.6
18152,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,163.6
18153,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,260.1
18154,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,292.6
18155,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,292.6
18156,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,260.1
18157,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,260.1
18158,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,163.6
18159,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,292.6
18160,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,260.1
18161,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,260.1
18162,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,292.6
18163,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,163.6
18164,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,260.1
18165,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,163.6
18166,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,163.6
18167,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,260.1
18168,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,260.1
18169,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,260.1
18170,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,61,52,41,24.97669518,83.891805,6.880431223,204.8001847,163.6
18171,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,260.1
18172,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,292.6
18173,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,163.6
18174,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,260.1
18175,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,292.6
18176,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,292.6
18177,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,163.6
18178,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,163.6
18179,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,163.6
18180,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,163.6
18181,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,163.6
18182,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,260.1
18183,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,163.6
18184,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,260.1
18185,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,260.1
18186,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,260.1
18187,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,163.6
18188,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,260.1
18189,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,260.1
18190,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,292.6
18191,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,260.1
18192,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,260.1
18193,uttar pradesh,ballia,rice,2100,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,260.1
